product_id,title,usage,author,Sex,Location,rating,date,text,_id
8406308,,Usado para de 2 a 8 semanas,Angela,Unknown,Unknown,5.0,2024-02-03,Excelente servicio. Todo e deportes,66425f3f087e1022e1599cfb
8406308,,Usado para de 2 a 8 semanas,Luis,Unknown,Unknown,5.0,2024-02-02,Buen producto,66425f3f087e1022e1599cfc
8406308,Me encanta,Usado para Menos de 1 semana,Ennette Vanessa,Unknown,Unknown,5.0,2023-09-20,Me encanta este producto de Decathlon,66425f40087e1022e1599cfd
8406308,:yes:,Usado para de 2 a 8 semanas,Johannes,Unknown,Unknown,5.0,2024-03-10,👌,66425f40087e1022e1599cfe
8406308,Drittes Exemplar mit Kaputtem Ventil,Usado para más de 2 años,J,Unknown,Unknown,5.0,2024-02-25,"Wenn man versucht eine Ballnadel in den Ball einzuführen verschwindet dieses unter der Hülle zwischen blase und ball. auch der Mitarbeiter im Laden konnte den Ball nicht aufblasen und meinte, dass es sich um eine Fehlentwicklung handelt",66425f40087e1022e1599cff
8406308,Rutschig kein Grip,Usado para Menos de 1 semana,Alexander,Unknown,Unknown,1.0,2023-06-19,Man kann den Football einfach nicht richtig greifen. Er rutscht immer weg egal in welchem Zustand. Damit kann man nicht ordentlich werfen!,66425f40087e1022e1599d00
8406308,,Usado para de 2 a 8 semanas,keerthi,Unknown,Unknown,5.0,2024-04-10,Good one,66425f41087e1022e1599d01
8406308,American Football Purchase,Usado para Menos de 1 semana,Samrat,Unknown,Unknown,5.0,2024-02-21,The KIPSTA AF500 Official size is as good as promised. I hope Decathlon will keep up the good work.,66425f41087e1022e1599d02
8776374,le Produit ne correpond à ce qui est proposé,Usado para de 2 a 8 semanas,HERVE,Hombre,Francia,1.0,2024-04-24,"Bonjour,
produit commandé en magasin un carton est prévu pour accompagner le ballon et j'ai eu le droit à un sac en plastique. Sac en plastique non réutilisable donc qui fait augmenter la pollution.
Echange par mail effectué avec Décathlon un jour férié. Soyez mieux organiser.",66425f8e087e1022e1599d03
8776374,Très bien,Usado para Menos de 1 semana,NADIA,Unknown,Unknown,5.0,2024-03-03,Très bien,66425f8e087e1022e1599d04
8776374,Bien,Usado para de 2 a 8 semanas,Claude,Unknown,Unknown,5.0,2024-03-02,Bien,66425f8e087e1022e1599d05
8776374,Très satisfait de votre…,Usado para de 2 a 8 semanas,Moussa,Hombre,Francia,5.0,2024-02-05,Très satisfait de votre prestation,66425f8f087e1022e1599d06
8776374,Un peu cher mais…,Usado para de 2 a 8 semanas,Roger,Unknown,Unknown,5.0,2024-01-03,Un peu cher mais de qualité.,66425f8f087e1022e1599d07
8776374,ballon match ligue 1,Usado para Menos de 1 semana,Gregory,Hombre,Francia,5.0,2023-12-21,"ce produit a l’air de très bonne qualité, à voir à l’usage.
par contre, pas de carton de présentation. le ballon est livré dans un carton pour l’expédition. dommage car il me semble qu’il doit être vendu avec emballage",66425f8f087e1022e1599d08
8776374,Muhteşem,Usado para de 2 a 8 semanas,ÖZCAN,Unknown,Unknown,5.0,2024-04-18,Tavsiye ederim pişman olmazsınız.aynı kalite diğer markaların toplarında 2 katı fiyatında…,66425f90087e1022e1599d09
8741082,Perefecto,Usado para de 2 a 8 semanas,Francisco Javier,Unknown,Unknown,5.0,2023-09-23,Perfecto balón de baloncesto a un precio económico y con un colorido bonito.,66425fc3087e1022e1599d0a
8549502,Se desinfla fácilmente,Usado para de 3 a 6 meses,purificacion,Unknown,Unknown,5.0,2024-05-10,Para niños pequeños,66425ff9087e1022e1599d0b
8549502,Todo correcto,Usado para de 2 a 8 semanas,José Francisco,Hombre,España,5.0,2023-06-29,Todo correcto para jugar con niños de 8-10 años,66425ff9087e1022e1599d0c
8549502,,Usado para de 7 a 12 meses,Tomáš,Unknown,Unknown,5.0,2024-04-14,Na pláž super,66425ff9087e1022e1599d0d
8549502,Míč jsme koupily vnukovi,Usado para de 2 a 8 semanas,Blanka,Unknown,Unknown,5.0,2023-11-18,Vnuk byl spokojen,66425ffa087e1022e1599d0e
8549502,,Usado para de 2 a 8 semanas,William,Unknown,Unknown,5.0,2024-04-24,Ideal practice ball for training,66425ffa087e1022e1599d0f
8549502,,Usado para de 2 a 8 semanas,Sixfo,Unknown,Unknown,5.0,2024-05-07,Material use is comfortable and grip to the hand is nice. as per my 10 year old son.,66425ffa087e1022e1599d10
8549502,Très pratique par sa…,Usado para Menos de 1 semana,Livie,Unknown,Unknown,5.0,2024-03-14,Très pratique par sa taille,66425ffb087e1022e1599d11
8549502,Achat trop récent pour…,Usado para de 2 a 8 semanas,Céline,Unknown,Unknown,5.0,2023-07-31,Achat trop récent pour évaluer la résistance.,66425ffb087e1022e1599d12
8549502,Top,Usado para de 2 a 8 semanas,Jessica,Unknown,Unknown,5.0,2023-07-19,Top,66425ffb087e1022e1599d13
8549502,Excellent pour s'amuser sans…,Usado para Menos de 1 semana,patrick,Unknown,Unknown,5.0,2023-05-20,Excellent pour s'amuser sans craindre d'abîmer le ballon. Très plaisant,66425ffc087e1022e1599d14
8625754,.,Usado para Menos de 1 semana,Petrica,Unknown,Unknown,3.0,2024-05-02,un preț prea mare pt ce oferă deși are niste materiale premium nare gripul prea bun,66426030087e1022e1599d15
