id,name,genre,brand,sticker,price,previous_price,discount,description,rating,n_reviews,color,_id
8619218,Balón de fútbol Híbrido FIFA BASIC F500 talla 5 blanco amarillo,Unisex,KIPSTA,,11.99,,False,"Homologado por la FIFA para entrenamientos y competiciones, hemos concebido el F500 Híbrido, un balón que combina comodidad de uso y resistencia.",4.5,1167,blanco nieve,6642595bf8fe2680f3a09b00
c7c02f4a-0d0c-4ef9-9495-4538b56cdf2b_c27.c20,Balón baloncesto Molten BG5000,Unisex,MOLTEN,,140.0,,False,"Ideal para competiciones de alto nivel o regulares, este balón de baloncesto de gama alta de Molten ofrece un nuevo tacto excepcional gracias a su cuero de tacto suave de nuevo diseño",,0,marrón / naranja / naranja,66425963f8fe2680f3a09b01
8853543,Balón de baloncesto talla 6 - Resist 900 amarillo negro,Unisex,TARMAK,,19.99,,False,Balón de baloncesto de talla 6 ultrarresistente adecuado para jugar a baloncesto en exterior para niñas/mujeres a partir de 11 años y niños de 11 a 12 años.,4.0,1,,6642596cf8fe2680f3a09b02
8881753,Balón de balonmano Talla 1 - Select LNH23 réplica negro/amarillo,Unisex,SELECT,,29.49,,False,El balón Réplica es el balón ideal para entrenamientos y partidos de balonmano.,,0,,66425975f8fe2680f3a09b03
8733516,Balón de Fútbol Street Barrio,Unisex,KIPSTA,,16.99,,False,"Concebido para los jugadores de fútbol callejero o Fútbol Street que juegan en terrenos duros y abrasivos (asfalto, hormigón, hierba sintética corta, moqueta)",4.7,26,gris nube,6642597df8fe2680f3a09b04
8619213,Balón de fútbol Híbrido FIFA BASIC F550 talla 5 blanco rojo,Unisex,KIPSTA,,16.99,,False,"Homologado por la FIFA para entrenamientos y competiciones, hemos concebido el F550 Híbrido con una excelente combinación de resistencia y sensaciones de juego",4.4,231,blanco nieve,66425985f8fe2680f3a09b05
8827905,"Balón fútbol Termosellado FIFA QUALITY PRO, PRO BALL talla 5 blanco",Unisex,KIPSTA,,44.99,,False,"Homologado FIFA QUALITY PRO para entrenamientos y competiciones, hemos concebido el PRO BALL para cumplir con los requisitos del más alto nivel en competición.",3.0,2,blanco nieve,6642598ef8fe2680f3a09b06
8579036,Balón De Rugby Offload R300 Talla 4 Rojo,Unisex,OFFLOAD,,14.99,,False,Hemos desarrollado este balón para los entrenamientos en el campo del equipo local o en club. Disponible en T. 4 para jóvenes de 10 a 14 años.,4.3,26,blanco nieve / rojo intenso,66425997f8fe2680f3a09b07
8790043,BALÓN DE FÚTBOL HÍBRIDO CLUB BALL LIGHT TALLA 4 BLANCO,Unisex,KIPSTA,,14.99,,False,Hemos concebido este balón CLUB BALL LIGHT para los niños.Es más ligero para facilitar el aprendizaje del fútbol a nivel de club.,,0,blanco nieve,664259a0f8fe2680f3a09b08
63d1b424-6798-48b4-9674-dee80c62078a_c20,Balón baloncesto Molten BG3200 T7,Unisex,MOLTEN,,64.0,,False,"Este balón de entrenamiento de cuero sintético, aprobado por la FFBB, tiene una vejiga de butilo que garantiza una buena retención de aire, una redondez perfecta y un rebote óptimo.",,0,naranja / naranja / naranja,664259a9f8fe2680f3a09b09
